2010	1
2089	1
2114	1
2125	1
2136	1
2144	1
2174	1
2191	1
2193	1
2197	1
2219	1
2220	1
2229	1
2233	1
2239	1
2241	1
2243	1
2250	1
2258	2
2260	1
2262	1
2276	1
2282	1
2283	1
2286	1
2289	1
2294	1
2316	1
2319	1
2333	1
2341	2
2348	1
2350	1
2355	1
2362	1
2373	1
2379	1
2381	1
2382	1
2383	2
2385	2
2393	1
2396	1
2399	1
2414	1
2419	1
2422	1
2426	1
2427	2
2429	1
2430	1
2431	1
2439	1
2442	1
2443	1
2447	1
2448	1
2452	1
2456	1
2457	1
2459	1
2471	1
2473	1
2474	1
2476	2
2482	1
2486	1
2489	1
2501	1
2502	1
2504	2
2506	2
2510	1
2518	1
2523	1
2528	1
2532	2
2534	1
2551	2
2570	2
2574	1
2575	2
2576	1
2591	2
2595	1
2600	1
2601	1
2602	1
2608	1
2611	1
2614	1
2622	1
2624	2
2625	2
2628	1
2630	2
2633	1
2639	1
2642	1
2649	3
2653	1
2654	1
2655	2
2661	1
2666	1
2670	2
2672	1
2674	1
2675	1
2679	1
2686	1
2689	1
2692	1
2693	1
2694	1
2697	1
2701	1
2711	2
2715	2
2716	1
2717	1
2722	1
2727	1
2734	1
2737	1
2739	1
2743	1
2746	1
2752	1
2753	1
2754	1
2755	1
2756	1
2758	1
2761	1
2763	1
2766	3
2767	1
2769	1
2773	1
2776	1
2779	2
2781	1
2783	1
2785	1
2786	2
2790	2
2793	1
2796	1
2797	2
2799	1
2801	1
2802	1
2803	1
2805	2
2809	1
2815	1
2818	1
2822	1
2825	1
2826	1
2827	1
2828	1
2832	1
2833	2
2834	2
2835	2
2836	1
2837	1
2838	2
2839	1
2840	1
2845	2
2846	1
2847	1
2848	1
2851	2
2853	1
2855	2
2856	2
2862	2
2864	2
2866	1
2868	1
2869	2
2870	2
2872	1
2874	1
2875	1
2881	1
2885	1
2886	1
2887	1
2888	1
2889	1
2890	1
2892	1
2895	1
2898	2
2899	1
2900	1
2901	2
2902	1
2905	1
2906	1
2907	1
2909	1
2910	1
2912	2
2913	2
2914	2
2917	1
2918	1
2919	2
2920	1
2921	1
2923	2
2924	1
2925	1
2926	1
2927	1
2930	2
2932	1
2937	2
2938	1
2940	2
2941	1
2942	1
2943	1
2944	2
2945	1
2948	1
2950	1
2955	1
2958	2
2959	1
2965	1
2966	1
2967	3
2971	1
2972	2
2973	2
2974	1
2976	1
2977	2
2979	1
2985	3
