2095	1
2247	1
2260	1
2265	1
2278	1
2290	1
2328	1
2336	1
2365	1
2379	1
2408	1
2414	1
2425	1
2440	1
2458	1
2461	3
2476	1
2532	1
2546	1
2555	1
2559	1
2560	1
2583	1
2584	1
2586	2
2590	1
2592	2
2593	1
2599	1
2603	1
2610	1
2612	1
2617	1
2625	1
2628	1
2635	2
2639	1
2646	1
2652	1
2653	1
2666	1
2669	1
2673	1
2684	1
2685	2
2688	1
2700	2
2705	1
2711	2
2712	2
2714	1
2716	1
2717	1
2718	1
2719	2
2723	2
2725	1
2730	1
2739	1
2746	1
2747	1
2750	1
2755	1
2757	1
2759	1
2761	2
2764	1
2765	1
2766	2
2767	1
2771	1
2772	2
2777	1
2780	1
2781	1
2782	1
2789	2
2790	1
2791	1
2794	1
2802	2
2807	1
2813	1
2814	1
2815	1
2824	1
2828	1
2829	1
2830	1
2831	1
2832	1
2834	1
2835	1
2838	1
2839	1
2841	1
2845	1
2851	1
2852	1
2859	1
2860	3
2861	1
2865	1
2867	2
2868	1
2869	1
2870	1
2871	1
2873	1
2875	2
2881	1
2882	1
2884	1
2885	2
2892	1
2893	1
2895	1
2897	1
2900	1
2909	1
2911	1
2913	1
2915	1
2916	1
2917	2
2919	2
2920	1
2921	1
2922	1
2923	1
2925	1
2927	1
2930	3
2931	1
2933	2
2936	1
2941	2
2942	1
2944	1
2948	1
2949	2
2950	1
2953	1
2956	1
2957	1
2960	1
2961	1
2962	1
2964	2
2969	1
2970	1
2971	2
2978	2
2980	1
2981	2
2982	1
2985	1
2989	1
2990	2
2991	2
2993	2
2997	1
2998	2
3002	2
3006	1
3007	2
3008	2
3010	1
3012	1
3013	1
3015	3
3017	1
3018	1
3019	2
3020	2
3022	2
3025	3
3027	1
3029	2
3030	2
3031	4
3032	1
3033	1
3034	2
3035	1
3036	5
3037	1
3040	1
3041	3
3042	1
3045	2
3046	1
3048	1
3049	2
3050	2
3051	2
3054	1
3055	1
3056	2
3059	1
3061	2
3062	1
3063	1
3065	1
3067	2
3068	1
3069	1
3070	3
3072	1
3073	2
3074	2
3075	1
3076	1
3077	1
3079	1
3080	1
3081	1
3082	3
3084	2
3085	1
3087	1
3090	5
3091	2
3093	1
3094	3
3095	1
3097	2
3099	1
3100	2
3101	1
3102	1
3103	2
3104	1
3105	1
3106	1
3107	2
3108	3
3109	3
3110	3
3112	1
3113	4
3114	1
3115	1
3116	2
3119	1
3121	3
3122	1
3123	1
3125	2
3126	1
3127	3
3128	1
3129	1
3130	4
3131	1
3132	2
3137	3
3138	2
3140	1
3141	3
3142	1
3144	2
3146	1
3147	2
3150	1
3151	3
3152	1
3154	2
3156	2
3157	2
3158	2
3159	2
3160	2
3161	1
3162	2
3164	1
3165	2
3167	2
3168	1
3169	2
3170	4
3171	2
3173	1
3174	1
3175	2
3177	3
3178	1
3179	1
3180	2
3181	1
3183	1
3184	1
3185	1
3189	1
3193	4
3194	2
3195	2
3196	1
3198	1
3200	1
3201	3
3203	1
3204	4
3205	1
3207	4
3208	2
3209	1
3210	1
3211	3
3213	2
3214	1
3215	1
3216	1
3217	1
3218	1
3219	2
3221	2
3223	3
3224	1
3225	2
3226	3
3227	1
3230	2
3231	3
3233	2
3236	6
3237	3
3238	2
3239	1
3240	2
3241	2
3242	1
3243	3
3244	1
3245	2
3246	1
3247	2
3248	1
3249	1
3252	1
3253	2
3254	2
3255	1
3256	2
3257	1
3258	4
3259	2
3260	6
3261	2
3262	2
3263	2
3264	5
3265	2
3266	3
3267	1
3268	1
3269	2
3270	2
3271	3
3272	1
3273	4
3274	2
3276	2
3277	5
3278	3
3279	3
3280	4
3281	1
3282	2
3285	2
3286	3
3287	3
3288	2
3289	1
3290	1
3291	1
3292	2
3293	2
3294	2
3295	5
3296	1
3297	1
3298	1
3299	4
3300	1
3301	1
3302	1
3303	2
3304	1
3305	1
3306	1
3307	2
3309	1
3310	2
3311	4
3312	1
3314	1
3315	1
3316	2
3317	2
3318	2
3319	3
3320	2
3321	2
3322	1
3324	5
3325	3
3326	3
3327	2
3328	2
3329	3
3330	1
3332	4
3333	2
3334	5
3336	1
3337	3
3338	2
3339	1
3340	4
3341	5
3342	3
3343	2
3345	3
3346	1
3347	1
3348	2
3349	3
3350	1
3351	1
3352	3
3353	1
3354	3
3355	1
3356	4
3357	1
3358	1
3359	3
3360	3
3361	2
3362	3
3363	2
3364	1
3365	1
3366	4
3367	1
3368	3
3369	2
3370	3
3372	4
3373	5
3374	2
3375	3
3377	2
3379	4
3380	1
3381	5
3382	2
3383	1
3384	4
3385	4
3386	2
3387	3
3388	2
3389	3
3390	2
3391	3
3392	4
3393	3
3394	2
3395	2
3397	1
3398	6
3399	2
3401	2
3402	2
3403	3
3404	4
3405	1
3406	6
3407	1
3408	2
3409	3
3410	1
3411	8
3412	5
3413	2
3414	1
3415	2
3416	2
3417	1
3418	4
3419	3
3420	1
3421	4
3422	3
3423	2
3424	2
3425	3
3426	4
3427	1
3428	2
3430	2
3431	4
3432	1
3433	2
3434	3
3435	2
3436	5
3437	2
3438	3
3439	3
3440	4
3441	2
3442	1
3443	1
3444	5
3445	2
3446	2
3447	2
3448	3
3449	2
3450	1
3451	4
3452	1
3453	3
3454	7
3455	5
3456	2
3457	5
3458	4
3459	3
3460	5
3461	7
3462	3
3463	3
3464	6
3465	3
3466	2
3468	3
3469	2
3470	1
3471	2
3472	2
3473	5
3475	3
3476	4
3478	2
3479	2
3480	7
3481	5
3482	3
3483	3
3484	3
3485	2
3486	2
3487	3
3488	2
3489	3
3490	5
3491	5
3492	1
3493	2
3494	1
3495	3
3496	3
3497	3
3498	2
3499	3
3500	2
3501	5
3502	1
3503	2
3504	2
3505	3
3506	3
3507	2
3508	7
3509	4
3510	3
3511	5
3512	5
3513	3
3514	2
3515	5
3516	4
3517	4
3518	5
3519	5
3520	4
3521	4
3522	1
3523	2
3524	6
3525	6
3526	1
3527	9
3528	3
3529	7
3530	8
3532	4
3533	2
3534	3
3535	9
3536	3
3537	6
3538	3
3539	2
3540	3
3541	1
3542	3
3543	7
3544	2
3545	6
3546	6
3547	6
3548	3
3549	2
3550	2
3551	1
3552	6
3553	3
3554	9
3555	7
3556	3
3557	7
3558	8
3559	3
3560	7
3561	2
3562	8
3563	5
3564	7
3565	4
3566	9
3567	4
3568	5
3569	6
3570	6
3571	4
3572	6
3573	7
3574	5
3575	8
3576	3
3577	3
3578	4
3579	7
3580	5
3581	2
3582	7
3583	8
3584	6
3586	5
3587	7
3588	4
3589	6
3590	1
3591	6
3592	10
3593	9
3594	5
3595	10
3596	4
3597	6
3598	6
3599	9
3600	9
3601	3
3602	8
3603	8
3604	6
3605	7
3606	5
3607	6
3608	5
3609	11
3610	7
3611	4
3612	9
3613	4
3614	3
3615	7
3616	5
3617	9
3618	11
3619	10
3620	13
3621	8
3622	6
3623	5
3624	5
3625	7
3626	9
3627	10
3628	7
3629	10
3630	6
3631	6
3632	6
3633	7
3634	7
3635	9
3636	7
3637	7
3638	7
3639	9
3640	6
3641	9
3642	8
3643	7
3644	7
3645	12
3646	16
3647	7
3648	10
3649	10
3650	12
3651	5
3652	5
3653	5
3654	9
3655	15
3656	8
3657	7
3658	13
3659	6
3660	10
3661	11
3662	7
3663	12
3664	11
3665	5
